day,stockprice,percentreturn,balance,score
7,102.16,1.77%,100.38,-1.79
8,102.45,0.28%,100.38,-2.08
9,101.7,-0.74%,99.64,-2.07
10,101.8,0.09%,99.73,-2.07
11,101.72,-0.08%,99.65,-2.07
12,104.92,3.14%,102.78,-2.15
13,107.76,2.70%,102.78,-4.99
14,107.66,-0.10%,102.78,-4.88
15,104.86,-2.61%,100.1,-4.77
16,105.88,0.97%,101.07,-4.82
17,103.42,-2.33%,101.07,-2.36
18,106.4,2.88%,103.98,-2.43
19,107.4,0.93%,103.98,-3.43
20,104.54,-2.67%,103.98,-0.57
21,104.02,-0.50%,103.46,-0.57
22,104.65,0.60%,104.08,-0.58
23,102.72,-1.85%,104.08,1.35
24,104.6,1.83%,105.98,1.38
25,102.21,-2.29%,105.98,3.77
26,100.83,-1.36%,104.54,3.71
27,101.14,0.30%,104.86,3.71
28,104.45,3.27%,104.86,0.4
29,106.42,1.88%,104.86,-1.57
30,105.32,-1.04%,104.86,-0.46
2,102.77,2.76%,102.77,0
3,99.77,-2.92%,102.77,3
4,97.71,-2.07%,100.64,2.93
5,101.16,3.53%,104.19,3.03
6,100.26,-0.89%,104.19,3.92
7,100.95,0.68%,104.19,3.23
8,102.71,1.74%,104.19,1.48
9,101.64,-1.05%,104.19,2.54
10,100.4,-1.22%,102.91,2.5
11,100.68,0.27%,103.19,2.5
12,99.56,-1.12%,102.04,2.48
13,101.9,2.35%,104.43,2.53
14,99.94,-1.93%,104.43,4.49
15,101.91,1.97%,106.48,4.57
16,99.42,-2.45%,106.48,7.06
17,98.09,-1.34%,105.05,6.95
18,97.24,-0.87%,104.13,6.89
19,94.58,-2.74%,101.28,6.7
20,96.96,2.51%,103.82,6.86
21,100.36,3.50%,103.82,3.45
22,98.61,-1.75%,103.82,5.2
23,99.73,1.13%,104.99,5.25
24,97.07,-2.67%,102.18,5.11
25,97.3,0.23%,102.42,5.12
26,99.33,2.08%,104.55,5.21
27,101.5,2.18%,104.55,3.04
28,102.51,0.99%,104.55,2.03
29,104.1,1.55%,104.55,0.45
30,101.38,-2.62%,104.55,3.17
2,97.09,-2.91%,100,2.9
3,94.37,-2.81%,97.19,2.81
4,94.68,0.32%,97.5,2.81
5,94.57,-0.12%,97.5,2.93
6,91.6,-3.15%,97.5,5.9
7,91.19,-0.45%,97.06,5.87
8,94,3.08%,100.05,6.04
9,95.54,1.63%,100.05,4.5
10,98.27,2.85%,100.05,1.78
11,96.83,-1.47%,100.05,3.21
12,97.4,0.58%,100.63,3.22
13,98.62,1.25%,101.89,3.26
14,99.99,1.38%,101.89,1.9
15,100.44,0.45%,101.89,1.45
16,99.47,-0.97%,101.89,2.42
17,98.73,-0.75%,101.13,2.39
18,96.01,-2.76%,98.34,2.32
19,95.55,-0.48%,97.86,2.31
20,97.94,2.50%,100.3,2.35
21,95.44,-2.56%,100.3,4.85
22,95.77,0.34%,100.64,4.87
23,95.74,-0.04%,100.6,4.85
24,93.41,-2.44%,98.15,4.74
25,92.83,-0.63%,97.54,4.71
26,94.41,1.70%,99.2,4.79
27,95.97,1.65%,99.2,3.23
28,96.69,0.75%,99.2,2.51
29,95.99,-0.73%,99.2,3.21
30,98.52,2.63%,101.81,3.29
2,97.84,-2.16%,100,2.15
3,98.77,0.95%,100.95,2.18
4,98.86,0.09%,100.95,2.09
5,100.73,1.89%,100.95,0.21
6,101.79,1.05%,100.95,-0.85
7,101.31,-0.48%,100.95,-0.36
8,102.9,1.56%,102.53,-0.38
9,100.32,-2.51%,99.95,-0.37
10,100.1,-0.22%,99.73,-0.37
11,99.51,-0.59%,99.14,-0.38
12,102.39,2.89%,102,-0.4
13,99.53,-2.80%,102,2.46
14,99.09,-0.45%,101.54,2.45
15,101.33,2.26%,103.83,2.5
16,102.97,1.61%,103.83,0.85
17,102.08,-0.87%,103.83,1.75
18,100.17,-1.88%,101.88,1.7
19,103.15,2.97%,104.91,1.75
20,102.44,-0.69%,104.91,2.46
21,105.39,2.87%,104.91,-0.49
22,103.49,-1.81%,104.91,1.42
23,101.63,-1.80%,103.02,1.39
24,103.47,1.81%,104.88,1.4
25,106.37,2.80%,104.88,-1.5
26,106.83,0.43%,104.88,-1.96
27,107.61,0.73%,105.64,-1.97
28,109.24,1.51%,107.24,-2
29,112.07,2.59%,110.01,-2.06
30,111.97,-0.09%,110.01,-1.96
2,101.84,1.84%,101.84,0
3,102.81,0.95%,102.81,0
4,104.35,1.49%,104.34,-0.01
5,107.64,3.15%,107.62,-0.02
6,109.38,1.61%,107.62,-1.76
7,110,0.56%,107.62,-2.38
8,108.17,-1.67%,105.82,-2.36
9,107.84,-0.31%,105.49,-2.36
10,109.93,1.93%,107.53,-2.41
11,109.1,-0.76%,107.53,-1.57
12,110.22,1.02%,107.53,-2.69
13,112.33,1.91%,107.53,-4.8
14,114.54,1.96%,107.53,-7.02
15,115.47,0.81%,107.53,-7.94
16,116.97,1.29%,107.53,-9.44
17,119.14,1.85%,107.53,-11.61
18,116.98,-1.82%,107.53,-9.46
19,118.26,1.09%,108.7,-9.57
20,117.87,-0.33%,108.34,-9.54
21,115.78,-1.78%,106.41,-9.38
22,117.47,1.45%,107.96,-9.52
23,120.74,2.78%,107.96,-12.78
24,117.86,-2.39%,107.96,-9.91
25,115.7,-1.84%,105.98,-9.72
26,115.04,-0.58%,105.37,-9.68
27,113.09,-1.70%,103.58,-9.52
28,114.43,1.18%,104.8,-9.64
29,114.46,0.02%,104.8,-9.66
30,112.15,-2.02%,104.8,-7.36
2,99.04,-0.96%,100,0.95
3,100.04,1%,100,-0.05
4,102.11,2.06%,100,-2.11
5,104.52,2.36%,100,-4.52
6,105.33,0.77%,100,-5.33
7,107.56,2.11%,100,-7.57
8,105.51,-1.91%,100,-5.52
9,104.03,-1.41%,98.59,-5.44
10,105.24,1.16%,99.73,-5.51
11,107.55,2.19%,99.73,-7.82
12,105.96,-1.48%,99.73,-6.23
13,106.41,0.42%,100.15,-6.26
14,103.57,-2.67%,97.47,-6.1
15,103.35,-0.22%,97.26,-6.09
16,101.18,-2.10%,95.21,-5.98
17,99.65,-1.52%,93.77,-5.89
18,96.91,-2.75%,91.19,-5.72
19,99.55,2.72%,93.67,-5.88
20,102.36,2.82%,93.67,-8.69
21,100.39,-1.93%,93.67,-6.72
22,101.17,0.77%,94.39,-6.79
23,104.43,3.22%,97.43,-7
24,105.76,1.27%,97.43,-8.33
25,103.8,-1.86%,97.43,-6.37
26,101.95,-1.79%,95.69,-6.27
27,100.02,-1.90%,93.87,-6.15
28,98.97,-1.05%,92.88,-6.1
29,97.68,-1.31%,91.66,-6.03
30,96.14,-1.58%,90.21,-5.94
2,97.96,-2.05%,100,2.04
3,99.11,1.17%,101.17,2.06
4,100.77,1.67%,101.17,0.4
5,104.17,3.37%,101.17,-3
6,104.09,-0.08%,101.17,-2.93
7,106.64,2.44%,103.64,-3
8,110.09,3.23%,103.64,-6.46
9,112.3,2%,103.64,-8.66
10,114.48,1.94%,103.64,-10.85
11,115.45,0.84%,103.64,-11.82
12,113.04,-2.09%,103.64,-9.41
13,116.11,2.71%,106.45,-9.66
14,116.37,0.22%,106.45,-9.93
15,118.72,2.01%,106.45,-12.27
16,120.3,1.33%,106.45,-13.85
17,120.75,0.37%,106.45,-14.3
18,120.09,-0.55%,106.45,-13.64
19,120.79,0.58%,106.45,-14.35
20,121.62,0.68%,106.45,-15.18
21,122.66,0.85%,106.45,-16.21
22,123.68,0.83%,106.45,-17.24
23,122.33,-1.10%,106.45,-15.88
24,124.86,2.06%,108.65,-16.21
25,127.57,2.17%,108.65,-18.92
26,124.97,-2.04%,108.65,-16.32
27,122.43,-2.04%,106.44,-16
28,121.85,-0.48%,105.93,-15.92
29,120.94,-0.75%,105.13,-15.82
30,119.49,-1.20%,103.86,-15.63
2,101.39,1.39%,100,-1.4
3,104.17,2.74%,100,-4.18
4,105.26,1.04%,100,-5.27
5,107.9,2.50%,100,-7.91
6,104.93,-2.76%,100,-4.94
7,102.69,-2.14%,97.86,-4.83
8,102.84,0.14%,98,-4.85
9,103.25,0.39%,98,-5.25
10,103.83,0.56%,98,-5.83
11,106.77,2.83%,98,-8.77
12,104.88,-1.78%,98,-6.88
13,103.44,-1.38%,96.65,-6.79
14,104.2,0.73%,97.36,-6.85
15,107.34,3.01%,97.36,-9.99
16,105.85,-1.39%,97.36,-8.49
17,108.96,2.93%,100.22,-8.74
18,110.02,0.97%,100.22,-9.8
19,108.16,-1.70%,100.22,-7.94
20,111.1,2.71%,102.94,-8.16
21,112.55,1.30%,102.94,-9.61
22,115.72,2.81%,102.94,-12.78
23,115.6,-0.11%,102.94,-12.66
24,114.24,-1.18%,101.72,-12.52
25,115.78,1.34%,103.09,-12.69
26,117.65,1.61%,103.09,-14.57
27,117.4,-0.22%,103.09,-14.32
28,115.28,-1.81%,101.22,-14.07
29,116.71,1.24%,102.47,-14.24
30,118.43,1.47%,102.47,-15.97
2,103.46,3.45%,100,-3.46
3,101.9,-1.51%,100,-1.91
4,101.72,-0.18%,99.82,-1.91
5,98.72,-2.95%,96.87,-1.85
6,100.77,2.07%,98.88,-1.9
7,101.71,0.93%,98.88,-2.83
8,101.19,-0.52%,98.88,-2.32
9,101.93,0.73%,99.6,-2.34
10,103.75,1.78%,101.37,-2.38
11,105.06,1.26%,101.37,-3.69
12,104.64,-0.40%,101.37,-3.27
13,105.99,1.29%,102.67,-3.32
14,103.8,-2.07%,100.54,-3.26
15,102.18,-1.57%,98.97,-3.22
16,102.61,0.42%,99.38,-3.24
17,105.4,2.71%,99.38,-6.03
18,104.75,-0.62%,99.38,-5.38
19,102,-2.63%,96.77,-5.24
20,102.5,0.49%,97.24,-5.27
21,102.94,0.42%,97.24,-5.71
22,105.26,2.25%,97.24,-8.03
23,106.9,1.55%,97.24,-9.67
24,104.41,-2.33%,97.24,-7.18
25,103.19,-1.17%,96.1,-7.1
26,101.28,-1.86%,94.32,-6.97
27,100.92,-0.36%,93.98,-6.94
28,104.33,3.37%,97.15,-7.18
29,107.75,3.27%,97.15,-10.6
30,107.2,-0.52%,97.15,-10.05
2,98.73,-1.27%,98.73,0
3,96.88,-1.88%,96.88,0
4,94.86,-2.09%,94.86,0
5,97.69,2.98%,97.69,0
6,98.38,0.70%,97.69,-0.69
7,95.39,-3.04%,97.69,2.29
8,96.59,1.25%,98.91,2.31
9,93.97,-2.72%,98.91,4.93
10,93.72,-0.27%,98.64,4.92
11,92.73,-1.06%,97.59,4.85
12,95.21,2.67%,100.19,4.98
13,94.3,-0.96%,100.19,5.89
14,94.93,0.66%,100.85,5.91
15,97.6,2.81%,103.68,6.08
16,98.68,1.10%,103.68,5
17,96.02,-2.70%,103.68,7.66
18,96.47,0.46%,104.16,7.68
19,98.71,2.32%,106.57,7.86
20,96.47,-2.27%,106.57,10.09
21,99.05,2.67%,109.42,10.37
22,98.24,-0.82%,109.42,11.18
23,101.61,3.43%,109.42,7.81
24,99.22,-2.36%,109.42,10.2
25,97.15,-2.09%,107.13,9.97
26,96.84,-0.32%,106.78,9.93
27,99.64,2.89%,106.78,7.14
28,101.05,1.41%,106.78,5.73
29,102.71,1.64%,106.78,4.07
30,105.04,2.26%,106.78,1.73
2,99.9,-0.10%,99.9,0
3,98.6,-1.31%,98.6,0
4,98.36,-0.25%,98.36,0
5,96.86,-1.53%,96.86,0
6,98.35,1.53%,98.35,0
7,99.3,0.96%,98.35,-0.96
8,99.54,0.24%,98.35,-1.2
9,99.81,0.27%,98.35,-1.47
10,98.52,-1.30%,98.35,-0.18
11,100.16,1.66%,98.35,-1.82
12,97.32,-2.84%,98.35,1.03
13,96.61,-0.73%,97.63,1.01
14,94.96,-1.71%,95.96,1
15,93.08,-1.98%,94.06,0.98
16,91.05,-2.19%,92,0.95
17,91.75,0.76%,92.7,0.95
18,89.63,-2.32%,92.7,3.07
19,88.19,-1.61%,91.21,3.01
20,90.9,3.07%,94.01,3.1
21,92.07,1.28%,94.01,1.94
22,91.86,-0.23%,94.01,2.15
23,93.53,1.81%,95.71,2.17
24,95.41,2.01%,97.63,2.21
25,98.59,3.33%,97.63,-0.97
26,101.77,3.22%,97.63,-4.15
27,104.78,2.95%,97.63,-7.16
28,103.7,-1.04%,97.63,-6.08
29,101.68,-1.95%,95.72,-5.97
30,99.05,-2.59%,93.24,-5.82
2,100.75,0.75%,100,-0.75
3,101.36,0.60%,100,-1.36
4,103.84,2.44%,100,-3.85
5,102.4,-1.39%,100,-2.41
6,102.42,0.01%,100.01,-2.41
7,100.46,-1.92%,98.09,-2.37
8,99.22,-1.24%,96.87,-2.35
9,99.97,0.75%,97.6,-2.38
10,97.13,-2.85%,97.6,0.46
11,98.96,1.88%,99.43,0.47
12,97.46,-1.52%,99.43,1.97
13,99.61,2.20%,99.43,-0.18
14,100.28,0.67%,99.43,-0.85
15,99.89,-0.39%,99.43,-0.46
16,97.92,-1.98%,97.46,-0.47
17,98.85,0.94%,98.38,-0.47
18,102.11,3.29%,98.38,-3.74
19,105.18,3%,98.38,-6.81
20,105.18,0%,98.38,-6.81
21,108.06,2.73%,101.07,-7
22,109.69,1.50%,101.07,-8.63
23,108.47,-1.12%,101.07,-7.41
24,109.64,1.07%,102.16,-7.49
25,112.14,2.28%,104.48,-7.66
26,114.17,1.81%,104.48,-9.69
27,117.17,2.62%,104.48,-12.69
28,118.3,0.96%,104.48,-13.82
29,115.67,-2.23%,104.48,-11.19
30,116.03,0.31%,104.8,-11.24
2,101.88,1.87%,100,-1.88
3,99.96,-1.89%,100,0.04
4,103.11,3.15%,103.15,0.04
5,104.43,1.28%,103.15,-1.29
6,103.44,-0.95%,103.15,-0.29
7,103.97,0.51%,103.67,-0.3
8,103.18,-0.76%,102.88,-0.31
9,101.23,-1.89%,100.93,-0.3
10,99.16,-2.05%,98.86,-0.3
11,98.61,-0.56%,98.31,-0.3
12,100.32,1.73%,100.01,-0.31
13,103.65,3.31%,100.01,-3.65
14,104.36,0.68%,100.01,-4.35
15,106.45,2%,102.01,-4.44
16,107.02,0.53%,102.01,-5.01
17,104.24,-2.60%,102.01,-2.23
18,101.92,-2.23%,99.73,-2.19
19,103.46,1.51%,101.23,-2.23
20,105.66,2.12%,101.23,-4.43
21,105.89,0.21%,101.23,-4.66
22,103.22,-2.53%,101.23,-1.99
23,102.78,-0.43%,100.79,-1.99
24,102.87,0.08%,100.87,-2
25,105.53,2.58%,103.47,-2.07
26,103.42,-2%,103.47,0.04
27,100.99,-2.35%,101.03,0.04
28,100.13,-0.86%,100.16,0.03
29,101.68,1.54%,101.71,0.02
30,103.74,2.02%,101.71,-2.04
2,101.69,1.68%,100,-1.69
3,102.95,1.23%,100,-2.96
4,106.19,3.14%,100,-6.19
5,106.46,0.25%,100,-6.46
6,105.71,-0.71%,99.29,-6.42
7,105.43,-0.27%,99.02,-6.42
8,104.54,-0.85%,98.18,-6.36
9,104.54,0%,98.18,-6.36
10,106.46,1.83%,99.98,-6.48
11,106.05,-0.39%,99.98,-6.07
12,107.47,1.33%,99.98,-7.49
13,106.74,-0.68%,99.98,-6.76
14,109.44,2.52%,99.98,-9.46
15,112.11,2.43%,99.98,-12.13
16,112,-0.10%,99.98,-12.02
17,109.65,-2.10%,97.88,-11.78
18,108.87,-0.72%,97.18,-11.69
19,107.75,-1.03%,96.18,-11.57
20,110.84,2.86%,98.93,-11.91
21,108.37,-2.23%,98.93,-9.44
22,109.86,1.37%,100.29,-9.57
23,112.69,2.57%,102.87,-9.82
24,116.1,3.02%,102.87,-13.23
25,113.19,-2.51%,102.87,-10.32
26,112.34,-0.76%,102.09,-10.25
27,114.72,2.11%,104.25,-10.47
28,115.57,0.74%,104.25,-11.32
29,117.11,1.33%,104.25,-12.86
30,114.8,-1.98%,104.25,-10.55
2,102.69,2.68%,100,-2.69
3,105.95,3.17%,100,-5.96
4,103.73,-2.10%,100,-3.74
5,102.84,-0.86%,99.14,-3.71
6,103.26,0.40%,99.54,-3.72
7,106.63,3.26%,99.54,-7.09
8,107.53,0.84%,99.54,-7.99
9,108.62,1.01%,99.54,-9.08
10,105.64,-2.75%,99.54,-6.1
11,107.78,2.02%,101.55,-6.24
12,108.16,0.35%,101.55,-6.61
13,107.13,-0.96%,101.55,-5.58
14,109.49,2.20%,103.78,-5.71
15,110.32,0.75%,103.78,-6.54
16,113.24,2.64%,103.78,-9.46
17,112.94,-0.27%,103.78,-9.16
18,112.27,-0.60%,103.16,-9.11
19,109.32,-2.63%,100.44,-8.88
20,106.8,-2.31%,98.12,-8.68
21,106.78,-0.02%,98.1,-8.69
22,105.6,-1.11%,98.1,-7.5
23,107.29,1.60%,98.1,-9.2
24,109.63,2.18%,98.1,-11.53
25,108.24,-1.27%,98.1,-10.14
26,108.17,-0.07%,98.03,-10.14
27,110.6,2.24%,100.23,-10.37
28,107.79,-2.55%,100.23,-7.57
29,107.8,0%,100.23,-7.57
30,110.7,2.69%,102.92,-7.79
2,98.13,-1.88%,100,1.87
3,99.42,1.31%,101.31,1.89
4,98.08,-1.35%,101.31,3.23
5,96.66,-1.45%,101.31,4.65
6,95.85,-0.84%,101.31,5.46
7,99.15,3.44%,101.31,2.15
8,99.16,0.01%,101.31,2.15
9,102.42,3.28%,101.31,-1.11
10,102.26,-0.16%,101.31,-0.96
11,103.04,0.76%,102.08,-0.97
12,105.65,2.53%,104.66,-1
13,102.77,-2.73%,104.66,1.89
14,105.24,2.40%,107.17,1.93
15,103.65,-1.52%,107.17,3.51
16,104.91,1.21%,107.17,2.26
17,102.43,-2.37%,107.17,4.73
18,105.61,3.10%,110.49,4.87
19,105.14,-0.45%,110.49,5.34
20,107.87,2.59%,110.49,2.61
21,107.77,-0.10%,110.49,2.71
22,108.07,0.27%,110.49,2.42
23,105.44,-2.44%,110.49,5.04
24,103.02,-2.30%,107.95,4.93
25,103.22,0.19%,108.15,4.93
26,103.7,0.46%,108.15,4.45
27,105.57,1.80%,108.15,2.58
28,105.79,0.20%,108.15,2.35
29,108.74,2.78%,108.15,-0.59
30,109.67,0.85%,108.15,-1.52
2,103.14,3.14%,103.14,0
3,105.35,2.14%,103.14,-2.21
4,106.29,0.89%,103.14,-3.16
5,104.23,-1.94%,101.14,-3.1
6,104.48,0.23%,101.38,-3.11
7,104.46,-0.02%,101.36,-3.1
8,105.66,1.14%,102.52,-3.15
9,106.92,1.19%,103.74,-3.19
10,110.15,3.02%,106.87,-3.29
11,111.53,1.25%,106.87,-4.66
12,112.6,0.95%,106.87,-5.73
13,110.27,-2.07%,106.87,-3.4
14,110.31,0.03%,106.9,-3.41
15,112.23,1.74%,108.76,-3.47
16,112.98,0.66%,108.76,-4.22
17,111.74,-1.10%,108.76,-2.98
18,110.61,-1.02%,107.66,-2.96
19,110.95,0.30%,107.99,-2.97
20,108.97,-1.79%,106.06,-2.91
21,106.15,-2.59%,103.31,-2.85
22,103.27,-2.72%,100.5,-2.77
23,101.41,-1.81%,98.68,-2.73
24,103.25,1.81%,100.47,-2.79
25,106.27,2.92%,100.47,-5.8
26,104.58,-1.60%,100.47,-4.11
27,105.77,1.13%,101.61,-4.16
28,102.89,-2.73%,98.84,-4.05
29,100.73,-2.10%,96.76,-3.97
30,101.18,0.44%,97.19,-4
2,100.38,0.37%,100,-0.38
3,101.57,1.18%,100,-1.57
4,100.02,-1.53%,100,-0.02
5,99.07,-0.95%,99.05,-0.02
6,101.46,2.41%,101.43,-0.03
7,99.41,-2.03%,101.43,2.02
8,97.44,-1.99%,99.41,1.96
9,100.08,2.70%,102.1,2.01
10,98.58,-1.50%,102.1,3.51
11,101.68,3.14%,105.31,3.62
12,102.06,0.37%,105.31,3.25
13,100.8,-1.24%,105.31,4.51
14,104.07,3.24%,108.72,4.65
15,105.72,1.58%,108.72,3
16,106.99,1.20%,108.72,1.73
17,110.24,3.03%,108.72,-1.52
18,108.86,-1.26%,108.72,-0.15
19,106.68,-2.01%,106.54,-0.15
20,105.63,-0.99%,105.49,-0.15
21,104.94,-0.66%,104.8,-0.15
22,108.25,3.15%,108.1,-0.16
23,106.41,-1.70%,108.1,1.68
24,105.44,-0.92%,107.11,1.67
25,107.61,2.05%,109.31,1.7
26,110.91,3.06%,109.31,-1.6
27,112.86,1.75%,109.31,-3.55
28,115.7,2.51%,109.31,-6.39
29,115.22,-0.42%,109.31,-5.91
30,113.92,-1.13%,108.07,-5.86
2,102.47,2.46%,100,-2.47
3,100.13,-2.29%,100,-0.13
4,101.61,1.47%,101.47,-0.15
5,102.91,1.27%,102.76,-0.15
6,105.84,2.84%,102.76,-3.08
7,109.12,3.09%,102.76,-6.36
8,112.26,2.87%,102.76,-9.5
9,115.43,2.82%,102.76,-12.68
10,118.35,2.52%,102.76,-15.59
11,116.66,-1.43%,102.76,-13.9
12,116.61,-0.05%,102.71,-13.91
13,113.69,-2.51%,100.13,-13.57
14,110.73,-2.61%,97.52,-13.22
15,110.39,-0.31%,97.22,-13.18
16,111.52,1.02%,97.22,-14.3
17,111.22,-0.27%,97.22,-14
18,112.71,1.33%,97.22,-15.49
19,115.6,2.56%,97.22,-18.38
20,116.1,0.43%,97.22,-18.88
21,118.8,2.32%,97.22,-21.58
22,116.02,-2.35%,97.22,-18.8
23,118.18,1.86%,99.02,-19.17
24,119.57,1.17%,99.02,-20.55
25,118.07,-1.26%,99.02,-19.05
26,120.3,1.88%,100.89,-19.41
27,119.41,-0.74%,100.89,-18.52
28,117,-2.02%,100.89,-16.11
29,114.39,-2.24%,98.63,-15.77
30,116.54,1.87%,100.48,-16.07
2,99,-1%,100,1
3,99.33,0.33%,100,0.67
4,98.93,-0.41%,100,1.06
5,101.36,2.45%,100,-1.36
6,101.42,0.05%,100,-1.43
7,103.46,2.01%,100,-3.46
8,102.43,-1%,100,-2.44
9,100.47,-1.92%,98.08,-2.4
10,98,-2.46%,95.66,-2.35
11,96.5,-1.54%,94.19,-2.32
12,97.39,0.92%,95.05,-2.35
13,100.09,2.77%,95.05,-5.05
14,102.57,2.47%,95.05,-7.52
15,102.38,-0.19%,95.05,-7.33
16,100.51,-1.83%,93.31,-7.21
17,98.74,-1.77%,91.66,-7.08
18,99.74,1.01%,92.58,-7.16
19,102.99,3.25%,92.58,-10.41
20,104.24,1.21%,92.58,-11.66
21,106.55,2.21%,92.58,-13.97
22,104.88,-1.57%,92.58,-12.3
23,105.91,0.98%,93.48,-12.43
24,107.22,1.23%,94.63,-12.6
25,110.04,2.63%,97.11,-12.94
26,109.83,-0.20%,97.11,-12.72
27,113.15,3.02%,100.04,-13.11
28,114.95,1.59%,100.04,-14.91
29,114.77,-0.16%,100.04,-14.73
30,115.54,0.67%,100.71,-14.84
2,99.56,-0.44%,100,0.43
3,102.43,2.88%,102.88,0.44
4,103.98,1.51%,102.88,-1.11
5,106.2,2.13%,102.88,-3.33
6,104.6,-1.51%,102.88,-1.72
7,105.69,1.04%,103.95,-1.74
8,107.61,1.81%,105.83,-1.79
9,109.66,1.90%,105.83,-3.83
10,111.46,1.64%,105.83,-5.63
11,109.94,-1.37%,105.83,-4.11
12,109.64,-0.28%,105.54,-4.1
13,111.89,2.05%,107.7,-4.19
14,111.08,-0.73%,107.7,-3.38
15,109.95,-1.02%,107.7,-2.25
16,109.36,-0.54%,107.12,-2.24
17,112.8,3.14%,110.48,-2.32
18,111.5,-1.16%,110.48,-1.02
19,113.82,2.08%,112.77,-1.05
20,115.02,1.05%,112.77,-2.25
21,117.71,2.33%,112.77,-4.94
22,119.69,1.68%,112.77,-6.93
23,120.48,0.66%,112.77,-7.72
24,120.59,0.09%,112.77,-7.83
25,120.7,0.09%,112.77,-7.94
26,121.46,0.62%,112.77,-8.69
27,123.55,1.72%,112.77,-10.78
28,121.16,-1.94%,112.77,-8.39
29,124.21,2.51%,115.6,-8.61
30,124.02,-0.16%,115.6,-8.43
2,98.78,-1.22%,100,1.21
3,96.03,-2.79%,97.21,1.17
4,94.81,-1.28%,95.97,1.15
5,95.74,0.98%,96.91,1.17
6,95.3,-0.46%,96.91,1.6
7,98.31,3.15%,96.91,-1.41
8,95.42,-2.94%,96.91,1.48
9,98.42,3.14%,99.95,1.53
10,99.2,0.79%,99.95,0.75
11,97.25,-1.97%,99.95,2.7
12,98.47,1.25%,101.2,2.73
13,97.07,-1.43%,101.2,4.13
14,97.72,0.66%,101.2,3.48
15,95.17,-2.61%,101.2,6.03
16,92.47,-2.84%,98.32,5.84
17,90.03,-2.64%,95.72,5.68
18,88.82,-1.35%,94.43,5.61
19,86.52,-2.59%,91.98,5.46
20,84.4,-2.46%,89.72,5.31
21,85.83,1.69%,91.24,5.4
22,87.85,2.35%,91.24,3.39
23,90.15,2.61%,91.24,1.08
24,89.78,-0.42%,91.24,1.45
25,86.94,-3.17%,88.35,1.4
26,89.26,2.66%,90.7,1.43
27,87.34,-2.16%,90.7,3.35
28,88.95,1.84%,92.37,3.42
29,88.15,-0.90%,91.53,3.37
30,90.98,3.21%,94.46,3.47
2,100.88,0.87%,100.88,0
3,98.24,-2.62%,98.24,0
4,98.9,0.67%,98.9,0
5,101.53,2.65%,101.53,0
6,104.33,2.75%,101.53,-2.8
7,102.45,-1.81%,101.53,-0.93
8,104.18,1.68%,103.24,-0.95
9,107.44,3.12%,106.47,-0.97
10,109.19,1.62%,106.47,-2.72
11,112.3,2.84%,106.47,-5.83
12,110.6,-1.52%,106.47,-4.13
13,110.24,-0.33%,106.12,-4.12
14,109.47,-0.70%,105.37,-4.1
15,107.44,-1.86%,103.41,-4.04
16,108.92,1.37%,104.83,-4.1
17,111.92,2.75%,104.83,-7.1
18,114.7,2.48%,104.83,-9.88
19,116.98,1.98%,104.83,-12.16
20,117.31,0.28%,104.83,-12.49
21,115.26,-1.75%,102.99,-12.28
22,114.04,-1.06%,101.89,-12.16
23,116.98,2.57%,104.51,-12.47
24,114.72,-1.94%,104.51,-10.21
25,117.77,2.65%,107.28,-10.49
26,120.76,2.53%,107.28,-13.49
27,120.17,-0.49%,107.28,-12.89
28,121.12,0.79%,108.12,-13
29,118.66,-2.04%,105.92,-12.74
30,116.8,-1.57%,104.25,-12.55
2,99.99,-0.02%,100,0.01
3,103.16,3.17%,100,-3.16
4,104.24,1.04%,100,-4.24
5,105.6,1.30%,100,-5.6
6,106.1,0.47%,100,-6.1
7,104.33,-1.67%,100,-4.33
8,104.16,-0.17%,99.83,-4.33
9,104.19,0.02%,99.85,-4.35
10,103.47,-0.70%,99.15,-4.32
11,102.03,-1.40%,97.77,-4.27
12,101.11,-0.91%,96.88,-4.24
13,99.77,-1.33%,95.59,-4.18
14,97.49,-2.29%,93.4,-4.09
15,98.41,0.94%,94.28,-4.13
16,96.9,-1.54%,94.28,-2.63
17,96.97,0.07%,94.28,-2.69
18,98.1,1.16%,94.28,-3.82
19,100.86,2.81%,94.28,-6.58
20,99.47,-1.38%,94.28,-5.19
21,96.78,-2.71%,91.73,-5.05
22,99.11,2.40%,93.93,-5.18
23,97.66,-1.47%,93.93,-3.73
24,99.7,2.08%,93.93,-5.77
25,102.45,2.75%,93.93,-8.52
26,100.51,-1.90%,93.93,-6.58
27,97.66,-2.84%,91.26,-6.4
28,97.86,0.20%,91.44,-6.43
29,97.13,-0.75%,91.44,-5.69
30,96.05,-1.12%,91.44,-4.61
2,102.35,2.34%,100,-2.35
3,104.57,2.16%,100,-4.57
4,106.99,2.31%,100,-6.99
5,106.5,-0.46%,100,-6.5
6,109.1,2.44%,102.44,-6.66
7,110.21,1.01%,102.44,-7.77
8,111.72,1.37%,102.44,-9.29
9,113.42,1.52%,102.44,-10.99
10,112.87,-0.49%,102.44,-10.44
11,113.83,0.85%,103.31,-10.52
12,117.28,3.03%,106.44,-10.85
13,120.15,2.44%,106.44,-13.72
14,121.49,1.11%,106.44,-15.05
15,122.75,1.03%,106.44,-16.32
