ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100001385,Female,Married,31,High School,128495,Skilled Employee,Small City
100001386,Female,Single,21,High School,124468,Skilled Employee,Small City
100001387,Female,Married,26,High School,106922,Skilled Employee,Mid-sized City
100001388,Female,Single,24,High School,104291,Skilled Employee,Small City
100001389,Female,Married,29,High School,98204,Skilled Employee,Small City
100001390,Female,Married,32,High School,127071,Skilled Employee,Small City
100001391,Female,Married,45,University,85115,Unemployed,Small City
100001392,Female,Married,58,University,104013,Unemployed,Small City
100001393,Female,Married,25,High School,89863,Skilled Employee,Small City
100001394,Female,Married,67,Graduate School,135300,Skilled Employee,Small City
100001395,Female,Married,53,University,107861,Unemployed,Small City
100001396,Female,Married,24,High School,123994,Skilled Employee,Small City
100001397,Female,Single,20,High School,91270,Unemployed,Small City
100001398,Female,Married,71,Graduate School,133245,Unemployed,Small City
100001399,Female,Married,31,High School,118594,Skilled Employee,Mid-sized City
100001400,Female,Married,27,High School,40606,Unemployed,Small City
100001401,Female,Married,36,High School,129304,Unemployed,Small City
100001402,Female,Married,25,High School,113118,Skilled Employee,Small City
100001403,Female,Single,41,High School,133131,Skilled Employee,Small City
100001404,Female,Married,30,High School,106876,Skilled Employee,Mid-sized City
100001405,Female,Married,32,High School,130870,Skilled Employee,Mid-sized City
100001406,Female,Married,29,High School,125621,Unemployed,Small City
100001407,Female,Single,27,High School,78923,Unemployed,Small City
100001408,Female,Married,32,High School,123983,Skilled Employee,Small City
100001409,Female,Married,25,High School,75184,Unemployed,Small City
100001410,Female,Single,24,High School,109693,Skilled Employee,Small City
100001411,Female,Married,63,University,86273,Unemployed,Small City
100001412,Female,Single,42,University,113190,Unemployed,Small City
100001413,Female,Married,22,High School,109274,Unemployed,Small City
100001414,Female,Married,46,University,143489,Skilled Employee,Mid-sized City
100001415,Female,Married,24,High School,99570,Skilled Employee,Mid-sized City
100001416,Female,Single,30,High School,139468,Skilled Employee,Mid-sized City
100001417,Female,Married,44,University,108627,Unemployed,Small City
100001418,Female,Single,25,High School,106355,Skilled Employee,Small City
100001419,Female,Married,27,High School,96952,Skilled Employee,Small City
100001420,Female,Married,27,High School,141502,Skilled Employee,Mid-sized City
100001421,Female,Married,34,High School,110420,Skilled Employee,Mid-sized City
100001422,Female,Married,18,High School,97741,Skilled Employee,Mid-sized City
100001423,Female,Married,25,High School,99583,Skilled Employee,Mid-sized City
100001424,Female,Married,21,High School,63698,Unemployed,Small City
100001425,Female,Married,26,High School,116688,Skilled Employee,Mid-sized City
100001426,Female,Married,27,High School,131542,Management,Mid-sized City
100001427,Female,Single,25,High School,136055,Skilled Employee,Mid-sized City
100001428,Female,Married,30,High School,100195,Skilled Employee,Mid-sized City
100001429,Female,Single,66,Graduate School,131001,Skilled Employee,Small City
100001430,Female,Married,25,High School,104062,Skilled Employee,Mid-sized City
100001431,Female,Married,43,University,137689,Skilled Employee,Small City
100001432,Female,Married,35,High School,137705,Skilled Employee,Mid-sized City
100001433,Female,Single,70,Graduate School,69915,Unemployed,Small City
100001434,Female,Single,35,High School,68731,Unemployed,Small City
100001435,Female,Married,26,High School,105726,Skilled Employee,Small City
100001436,Female,Single,29,High School,78078,Unemployed,Small City
100001437,Female,Married,22,High School,110835,Unemployed,Small City
100001438,Female,Single,26,High School,115531,Skilled Employee,Mid-sized City
100001439,Female,Married,36,High School,92723,Unemployed,Small City
100001440,Female,Married,35,High School,107509,Skilled Employee,Mid-sized City
100001441,Female,Married,28,High School,116763,Skilled Employee,Mid-sized City
100001442,Female,Married,24,High School,100733,Skilled Employee,Small City
100001443,Female,Married,34,High School,92652,Unemployed,Small City
100001444,Female,Married,25,High School,106987,Skilled Employee,Small City
100001445,Female,Married,54,University,51882,Unemployed,Small City
100001446,Female,Single,46,University,104751,Unemployed,Small City
100001447,Female,Married,42,High School,50947,Unemployed,Small City
100001448,Female,Single,45,University,126986,Unemployed,Small City
100001449,Female,Single,48,University,110223,Unemployed,Small City
100001450,Female,Single,21,High School,100591,Unemployed,Small City
100001451,Female,Married,31,High School,123257,Skilled Employee,Small City
100001452,Female,Single,35,High School,137736,Skilled Employee,Mid-sized City
100001453,Female,Married,36,High School,110221,Skilled Employee,Mid-sized City
100001454,Female,Married,32,High School,99703,Unemployed,Small City
100001455,Female,Married,26,High School,106667,Unemployed,Small City
100001456,Female,Married,34,High School,143319,Skilled Employee,Small City
100001457,Female,Married,65,University,135557,Skilled Employee,Mid-sized City
100001458,Female,Married,50,University,93390,Unemployed,Small City
100001459,Female,Married,39,High School,97577,Skilled Employee,Small City
100001460,Female,Single,52,University,124196,Unemployed,Small City
100001461,Female,Married,36,High School,81136,Unemployed,Small City
100001462,Female,Married,29,High School,119439,Skilled Employee,Small City
100001463,Female,Married,36,High School,145231,Skilled Employee,Mid-sized City
100001464,Female,Married,36,High School,85623,Unemployed,Small City
100001465,Female,Married,27,High School,145373,Skilled Employee,Mid-sized City
100001466,Female,Married,36,High School,135896,Management,Mid-sized City
100001467,Female,Married,26,High School,106470,Skilled Employee,Mid-sized City
100001468,Female,Single,57,University,113334,Skilled Employee,Mid-sized City
100001469,Female,Single,27,High School,100560,Unemployed,Small City
100001470,Female,Married,58,University,108442,Unemployed,Small City
100001471,Female,Married,27,High School,64472,Unemployed,Small City
100001472,Female,Married,49,University,120207,Skilled Employee,Small City
100001473,Female,Married,43,University,101680,Skilled Employee,Small City
100001474,Female,Single,45,University,92342,Unemployed,Small City
100001475,Female,Married,27,High School,98611,Unemployed,Small City
100001476,Female,Married,34,High School,97613,Skilled Employee,Mid-sized City
100001477,Female,Married,21,High School,82298,Unemployed,Small City
100001478,Female,Married,54,University,125302,Skilled Employee,Mid-sized City
100001479,Female,Married,43,University,108725,Unemployed,Small City
100001480,Female,Single,25,High School,85569,Unemployed,Small City
100001481,Female,Single,57,University,110372,Unemployed,Small City
100001482,Female,Married,26,High School,100511,Skilled Employee,Mid-sized City
100001483,Female,Single,30,High School,110455,Skilled Employee,Small City
100001484,Female,Single,58,University,141993,Unemployed,Small City
100001485,Female,Married,25,High School,121789,Skilled Employee,Mid-sized City
100001486,Female,Married,23,High School,138967,Skilled Employee,Small City
100001487,Female,Single,22,High School,105230,Skilled Employee,Small City
100001488,Female,Married,21,High School,90656,Skilled Employee,Mid-sized City
100001489,Female,Married,20,High School,115445,Skilled Employee,Mid-sized City
100001490,Female,Married,22,High School,59955,Unemployed,Small City
100001491,Female,Single,27,High School,126268,Skilled Employee,Mid-sized City
100001492,Female,Single,24,High School,80830,Unemployed,Small City
100001493,Female,Married,23,High School,123625,Skilled Employee,Small City
100001494,Female,Married,26,High School,102543,Skilled Employee,Mid-sized City
100001495,Female,Single,28,High School,101948,Skilled Employee,Small City
100001496,Female,Married,64,Graduate School,142280,Skilled Employee,Small City
100001497,Female,Married,26,High School,105434,Skilled Employee,Mid-sized City
100001498,Female,Married,31,High School,106115,Skilled Employee,Small City
100001499,Female,Single,28,High School,111057,Unemployed,Small City
100001500,Female,Married,25,High School,117758,Skilled Employee,Mid-sized City
100001501,Female,Single,49,University,118396,Unemployed,Small City
100001502,Female,Married,33,High School,136260,Skilled Employee,Mid-sized City
100001503,Female,Single,27,High School,97192,Skilled Employee,Small City
100001504,Female,Married,59,University,62101,Unemployed,Small City
100001505,Female,Married,28,High School,123497,Skilled Employee,Small City
100001506,Female,Married,24,High School,120326,Skilled Employee,Mid-sized City
100001507,Female,Married,26,High School,66645,Unemployed,Small City
100001508,Female,Single,33,High School,83429,Unemployed,Small City
100001509,Female,Single,37,High School,107539,Skilled Employee,Mid-sized City
100001510,Female,Married,46,University,153880,Skilled Employee,Small City
100001511,Female,Married,62,University,140178,Unemployed,Mid-sized City
100001512,Female,Single,26,High School,100402,Unemployed,Small City
100001513,Female,Married,49,University,122158,Unemployed,Small City
100001514,Female,Married,25,High School,89331,Unemployed,Small City
100001515,Female,Married,37,High School,125359,Unemployed,Small City
100001516,Female,Single,31,High School,124110,Skilled Employee,Small City
100001517,Female,Single,25,High School,93526,Unemployed,Small City
100001518,Female,Married,21,High School,70170,Unemployed,Small City
100001519,Female,Married,27,High School,82357,Unemployed,Small City
100001520,Female,Married,29,High School,126745,Skilled Employee,Small City
100001521,Female,Married,30,High School,103326,Skilled Employee,Mid-sized City
100001522,Female,Married,26,High School,116048,Skilled Employee,Mid-sized City
100001523,Female,Married,40,University,137115,Unemployed,Small City
100001524,Female,Married,23,High School,105365,Skilled Employee,Mid-sized City
100001525,Female,Married,31,High School,95911,Skilled Employee,Small City
100001526,Female,Married,29,High School,88669,Unemployed,Small City
100001527,Female,Single,22,High School,103776,Unemployed,Small City
100001528,Female,Married,26,High School,108864,Skilled Employee,Mid-sized City
100001529,Female,Single,39,High School,106037,Skilled Employee,Mid-sized City
100001530,Female,Single,35,High School,84851,Unemployed,Small City
100001531,Female,Married,26,High School,95748,Skilled Employee,Mid-sized City
100001532,Female,Married,28,High School,133616,Skilled Employee,Mid-sized City
100001533,Female,Married,56,University,132752,Skilled Employee,Small City
100001534,Female,Married,22,High School,95712,Skilled Employee,Mid-sized City
100001535,Female,Married,26,High School,109063,Skilled Employee,Small City
100001536,Female,Single,41,High School,113521,Skilled Employee,Small City
100001537,Female,Married,29,High School,109380,Skilled Employee,Mid-sized City
100001538,Female,Married,42,University,82558,Unemployed,Small City
100001539,Female,Married,50,University,124777,Skilled Employee,Mid-sized City
100001540,Female,Married,33,High School,133542,Skilled Employee,Small City
100001541,Female,Married,28,High School,116492,Skilled Employee,Mid-sized City
100001542,Female,Married,27,High School,68834,Unemployed,Small City
100001543,Female,Married,27,High School,124023,Skilled Employee,Small City
100001544,Female,Single,28,High School,63882,Unemployed,Small City
100001545,Female,Married,24,High School,122492,Skilled Employee,Mid-sized City
100001546,Female,Single,28,High School,141453,Management,Mid-sized City
100001547,Female,Married,32,High School,99327,Skilled Employee,Small City
100001548,Female,Single,32,High School,45590,Unemployed,Small City
100001549,Female,Single,30,High School,71167,Unemployed,Small City
100001550,Female,Married,29,High School,111992,Skilled Employee,Small City
100001551,Female,Married,37,High School,145140,Skilled Employee,Mid-sized City
100001552,Female,Married,24,High School,49672,Unemployed,Small City
100001553,Female,Married,36,High School,75536,Unemployed,Small City
100001554,Female,Married,40,University,86720,Unemployed,Small City
100001555,Female,Married,51,University,97729,Unemployed,Small City
100001556,Female,Married,33,High School,106808,Unemployed,Small City
100001557,Female,Single,31,High School,117971,Skilled Employee,Small City
100001558,Female,Married,29,High School,97731,Skilled Employee,Mid-sized City
100001559,Female,Single,48,University,109196,Unemployed,Small City
100001560,Female,Married,25,High School,94905,Skilled Employee,Small City
100001561,Female,Single,28,High School,57480,Unemployed,Small City
100001562,Female,Married,23,High School,109175,Skilled Employee,Mid-sized City
100001563,Female,Married,32,High School,111174,Skilled Employee,Mid-sized City
100001564,Female,Married,34,High School,127255,Skilled Employee,Small City
100001565,Female,Single,23,High School,115499,Skilled Employee,Small City
100001566,Female,Married,25,High School,109499,Skilled Employee,Mid-sized City
100001567,Female,Single,25,High School,104696,Skilled Employee,Small City
100001568,Female,Married,27,High School,104467,Skilled Employee,Small City
100001569,Female,Married,29,High School,120157,Skilled Employee,Small City
100001570,Female,Married,46,University,81200,Unemployed,Small City
100001571,Female,Married,61,University,97558,Unemployed,Small City
100001572,Female,Married,25,High School,95914,Skilled Employee,Small City
100001573,Female,Married,67,Graduate School,128053,Skilled Employee,Small City
100001574,Female,Married,49,University,101734,Unemployed,Small City
100001575,Female,Married,21,High School,126009,Skilled Employee,Small City
100001576,Female,Single,19,High School,91232,Unemployed,Small City
100001577,Female,Married,67,Graduate School,128343,Unemployed,Small City
100001578,Female,Married,31,High School,110040,Skilled Employee,Mid-sized City
100001579,Female,Married,27,High School,38247,Unemployed,Small City
100001580,Female,Married,37,High School,129027,Unemployed,Small City
100001581,Female,Married,27,High School,115026,Skilled Employee,Small City
100001582,Female,Single,36,High School,130323,Skilled Employee,Small City
100001583,Female,Married,24,High School,103181,Skilled Employee,Mid-sized City
100001584,Female,Married,31,High School,138307,Skilled Employee,Mid-sized City
100001585,Female,Married,29,High School,122564,Unemployed,Small City
100001586,Female,Single,28,High School,82351,Unemployed,Small City
100001587,Female,Married,34,High School,125351,Skilled Employee,Small City
100001588,Female,Married,26,High School,82940,Unemployed,Small City
100001589,Female,Single,21,High School,108029,Skilled Employee,Small City
100001590,Female,Married,63,University,82734,Unemployed,Small City
100001591,Female,Single,38,University,116816,Unemployed,Small City
100001592,Female,Married,20,High School,113472,Unemployed,Small City
100001593,Female,Married,44,University,143343,Skilled Employee,Mid-sized City
100001594,Female,Married,31,High School,104074,Skilled Employee,Mid-sized City
100001595,Female,Single,33,High School,138525,Skilled Employee,Mid-sized City
100001596,Female,Married,49,University,106960,Unemployed,Small City
100001597,Female,Single,26,High School,108323,Skilled Employee,Small City
100001598,Female,Married,28,High School,95784,Skilled Employee,Small City
100001599,Female,Married,30,High School,140673,Skilled Employee,Mid-sized City
100001600,Female,Married,36,High School,104235,Skilled Employee,Mid-sized City
100001601,Female,Married,27,High School,54041,Unemployed,Small City
100001602,Male,Single,23,Unknown,107961,Unemployed,Small City
100001603,Male,Single,31,Unknown,113757,Skilled Employee,Small City
100001604,Female,Married,27,High School,94884,Skilled Employee,Small City
100001605,Female,Married,25,High School,126041,Skilled Employee,Small City
100001606,Female,Married,23,High School,64952,Unemployed,Small City
100001607,Male,Married,27,High School,66764,Unemployed,Small City
100001608,Female,Single,38,High School,67861,Unemployed,Small City
100001609,Male,Single,44,High School,113516,Unemployed,Small City
100001610,Female,Married,42,High School,46109,Unemployed,Small City
100001611,Female,Married,25,High School,103651,Unemployed,Small City
100001612,Male,Married,40,High School,75043,Unemployed,Small City
100001613,Female,Married,24,High School,116473,Unemployed,Small City
100001614,Female,Single,39,High School,96614,Unemployed,Small City
100001615,Male,Single,24,Unknown,66447,Unemployed,Small City
100001616,Female,Single,50,High School,119068,Skilled Employee,Small City
100001617,Female,Married,28,High School,122973,Unemployed,Small City
100001618,Female,Married,36,High School,81609,Unemployed,Small City
100001619,Male,Single,36,High School,105519,Skilled Employee,Small City
100001620,Female,Married,40,High School,86649,Unemployed,Small City
100001621,Female,Single,31,Unknown,76384,Unemployed,Small City
100001622,Male,Married,27,High School,67136,Unemployed,Small City
100001623,Female,Married,35,High School,93155,Unemployed,Small City
100001624,Male,Single,51,High School,124183,Unemployed,Small City
100001625,Female,Single,26,Unknown,64860,Unemployed,Small City
100001626,Male,Single,33,High School,87232,Unemployed,Small City
100001627,Female,Married,27,High School,92304,Unemployed,Small City
100001628,Male,Single,38,High School,84254,Unemployed,Small City
100001629,Female,Single,30,Unknown,106696,Skilled Employee,Small City
100001630,Male,Single,28,Unknown,113212,Skilled Employee,Small City
100001631,Male,Single,23,Unknown,71076,Unemployed,Small City
100001632,Female,Married,23,High School,114270,Unemployed,Small City
100001633,Female,Married,26,High School,125538,Skilled Employee,Small City
100001634,Female,Married,21,High School,92442,Unemployed,Small City
100001635,Female,Single,36,High School,75297,Unemployed,Small City
100001636,Female,Married,24,High School,65707,Unemployed,Small City
100001637,Male,Single,41,High School,120387,Skilled Employee,Small City
100001638,Male,Single,42,High School,120946,Skilled Employee,Small City
100001639,Male,Single,27,Unknown,73265,Unemployed,Small City
100001640,Male,Married,40,High School,77481,Unemployed,Small City
100001641,Female,Married,34,High School,91282,Unemployed,Small City
100001642,Male,Single,40,High School,104405,Unemployed,Small City
100001643,Male,Single,33,High School,99646,Skilled Employee,Small City
100001644,Female,Single,49,High School,97791,Unemployed,Small City
100001645,Male,Single,28,Unknown,81878,Unemployed,Small City
100001646,Female,Married,26,High School,107908,Skilled Employee,Small City
100001647,Female,Single,40,High School,98608,Unemployed,Small City
100001648,Male,Single,47,High School,95228,Unemployed,Small City
100001649,Female,Married,41,High School,128163,Skilled Employee,Small City
100001650,Female,Married,29,High School,94325,Unemployed,Small City
100001651,Female,Married,37,High School,90815,Unemployed,Small City
100001652,Male,Single,31,Unknown,120719,Skilled Employee,Small City
100001653,Male,Single,35,High School,110159,Skilled Employee,Small City
100001654,Male,Single,35,High School,124490,Skilled Employee,Small City
100001655,Female,Married,29,High School,75161,Unemployed,Small City
100001656,Female,Single,37,High School,127206,Skilled Employee,Small City
100001657,Male,Single,37,High School,83660,Unemployed,Small City
100001658,Female,Married,26,High School,87400,Unemployed,Small City
100001659,Female,Married,28,High School,78942,Unemployed,Small City
100001660,Female,Married,23,High School,88452,Unemployed,Small City
100001661,Male,Single,38,High School,104128,Skilled Employee,Small City
100001662,Female,Married,30,High School,100313,Skilled Employee,Small City
100001663,Female,Single,45,High School,107387,Skilled Employee,Small City
100001664,Male,Single,24,Unknown,84355,Unemployed,Small City
100001665,Female,Single,35,High School,112723,Skilled Employee,Small City
100001666,Female,Married,41,High School,115892,Skilled Employee,Small City
100001667,Male,Married,30,High School,106597,Skilled Employee,Small City
100001668,Female,Married,30,High School,121327,Skilled Employee,Small City
100001669,Female,Married,26,High School,92559,Unemployed,Small City
100001670,Female,Married,25,High School,87537,Unemployed,Small City
100001671,Female,Married,23,High School,70569,Unemployed,Small City
100001672,Female,Married,27,High School,85294,Unemployed,Small City
100001673,Female,Single,26,Unknown,70905,Unemployed,Small City
100001674,Male,Single,25,Unknown,103716,Unemployed,Small City
100001675,Male,Married,27,High School,94947,Skilled Employee,Small City
100001676,Female,Single,42,High School,80116,Unemployed,Small City
100001677,Male,Single,35,High School,86492,Unemployed,Small City
100001678,Female,Married,25,High School,88672,Unemployed,Small City
100001679,Female,Married,26,High School,82984,Unemployed,Small City
100001680,Male,Single,38,High School,128100,Skilled Employee,Small City
100001681,Female,Single,28,Unknown,72869,Unemployed,Small City
100001682,Male,Married,33,High School,112227,Skilled Employee,Small City
100001683,Female,Single,40,High School,94674,Unemployed,Small City
100001684,Female,Married,23,High School,101003,Skilled Employee,Small City
100001685,Female,Single,25,Unknown,112924,Skilled Employee,Small City
100001686,Female,Single,28,Unknown,108645,Unemployed,Small City
100001687,Male,Single,41,High School,69415,Unemployed,Small City
100001688,Female,Single,50,High School,112204,Unemployed,Small City
100001689,Female,Married,23,High School,109700,Skilled Employee,Small City
100001690,Female,Married,26,High School,104484,Skilled Employee,Small City
100001691,Female,Married,22,High School,61239,Unemployed,Small City
100001692,Male,Single,37,High School,119602,Unemployed,Small City
100001693,Female,Single,38,High School,81014,Unemployed,Small City
100001694,Female,Married,22,High School,68165,Unemployed,Small City
100001695,Female,Single,30,Unknown,88652,Unemployed,Small City
100001696,Male,Single,38,High School,75705,Unemployed,Small City
100001697,Female,Married,36,High School,104189,Skilled Employee,Small City
100001698,Male,Single,41,High School,71603,Unemployed,Small City
100001699,Female,Married,29,High School,121914,Skilled Employee,Small City
100001700,Female,Married,31,High School,106637,Skilled Employee,Small City
100001701,Female,Single,31,Unknown,99800,Skilled Employee,Small City
100001702,Female,Single,21,Unknown,67629,Unemployed,Small City
100001703,Male,Single,32,Unknown,120354,Skilled Employee,Small City
100001704,Female,Married,35,High School,122110,Skilled Employee,Small City
100001705,Male,Single,29,Unknown,89170,Unemployed,Small City
100001706,Female,Single,34,High School,109195,Skilled Employee,Small City
100001707,Female,Single,38,High School,92392,Unemployed,Small City
100001708,Female,Married,33,High School,43805,Unemployed,Small City
100001709,Female,Married,28,High School,68389,Unemployed,Small City
100001710,Female,Married,28,High School,112521,Skilled Employee,Small City
100001711,Male,Single,21,Unknown,59255,Unemployed,Small City
100001712,Female,Married,29,High School,98612,Unemployed,Small City
100001713,Female,Married,26,High School,70649,Unemployed,Small City
100001714,Female,Single,40,High School,95228,Unemployed,Small City
100001715,Female,Single,25,Unknown,46865,Unemployed,Small City
100001716,Male,Married,20,High School,101688,Skilled Employee,Small City
100001717,Female,Married,23,High School,62618,Unemployed,Small City
100001718,Female,Single,27,Unknown,102531,Skilled Employee,Small City
100001719,Female,Single,36,High School,100737,Skilled Employee,Small City
100001720,Female,Married,25,High School,107321,Skilled Employee,Small City
100001721,Female,Married,25,High School,112879,Unemployed,Small City
100001722,Female,Married,34,High School,125372,Unemployed,Small City
100001723,Female,Single,24,Unknown,69419,Unemployed,Small City
100001724,Female,Single,36,High School,124759,Skilled Employee,Small City
100001725,Female,Single,40,High School,79076,Unemployed,Small City
100001726,Male,Single,39,High School,84779,Unemployed,Small City
100001727,Female,Single,42,High School,77393,Unemployed,Small City
100001728,Male,Single,35,High School,113187,Unemployed,Small City
100001729,Female,Married,27,High School,99100,Skilled Employee,Small City
100001730,Male,Single,27,Unknown,64954,Unemployed,Small City
100001731,Female,Married,23,High School,103244,Skilled Employee,Small City
100001732,Female,Married,32,High School,124975,Skilled Employee,Small City
100001733,Male,Married,28,High School,133582,Skilled Employee,Small City
100001734,Male,Single,22,Unknown,103519,Skilled Employee,Small City
100001735,Male,Single,31,Unknown,117813,Skilled Employee,Small City
100001736,Female,Married,22,High School,119902,Skilled Employee,Small City
100001737,Male,Single,23,Unknown,70783,Unemployed,Small City
100001738,Female,Married,35,High School,125470,Unemployed,Small City
100001739,Female,Married,26,High School,109782,Unemployed,Small City
100001740,Female,Married,28,High School,78322,Unemployed,Small City
100001741,Male,Single,54,High School,125517,Skilled Employee,Small City
100001742,Female,Single,49,High School,102463,Unemployed,Small City
100001743,Female,Single,38,High School,89309,Unemployed,Small City
100001744,Female,Single,47,High School,110287,Skilled Employee,Small City
100001745,Female,Single,49,High School,122391,Unemployed,Small City
100001746,Female,Married,30,High School,116399,Skilled Employee,Small City
100001747,Female,Single,32,Unknown,81907,Unemployed,Small City
100001748,Female,Married,24,High School,97909,Unemployed,Small City
100001749,Female,Single,25,Unknown,68051,Unemployed,Small City
100001750,Male,Single,33,High School,82414,Unemployed,Small City
100001751,Female,Married,34,High School,123089,Skilled Employee,Small City
100001752,Female,Married,24,High School,66537,Unemployed,Small City
100001753,Female,Single,36,High School,127926,Unemployed,Small City
100001754,Female,Single,41,High School,78963,Unemployed,Small City
100001755,Male,Married,33,High School,108694,Skilled Employee,Small City
100001756,Female,Married,26,High School,100892,Skilled Employee,Small City
100001757,Female,Single,36,High School,119560,Skilled Employee,Small City
100001758,Female,Single,35,High School,116176,Unemployed,Small City
100001759,Male,Single,29,Unknown,111854,Skilled Employee,Small City
100001760,Female,Married,26,High School,69831,Unemployed,Small City
100001761,Male,Single,31,Unknown,69375,Unemployed,Small City
100001762,Male,Married,26,High School,71310,Unemployed,Small City
100001763,Male,Single,47,High School,73913,Unemployed,Small City
100001764,Male,Married,20,High School,95492,Skilled Employee,Small City
100001765,Male,Single,45,High School,109329,Unemployed,Small City
100001766,Male,Single,36,High School,116027,Skilled Employee,Small City
100001767,Male,Married,31,High School,81987,Unemployed,Small City
100001768,Female,Single,41,High School,83481,Unemployed,Small City
100001769,Female,Single,31,Unknown,72361,Unemployed,Small City
100001770,Female,Married,27,High School,106625,Unemployed,Small City
100001771,Female,Married,32,High School,123707,Skilled Employee,Small City
100001772,Female,Single,43,High School,79353,Unemployed,Small City
100001773,Female,Single,32,Unknown,68347,Unemployed,Small City
100001774,Female,Married,29,High School,115832,Skilled Employee,Small City
100001775,Male,Single,37,High School,89946,Unemployed,Small City
100001776,Female,Single,35,High School,86319,Unemployed,Small City
100001777,Female,Married,23,High School,70963,Unemployed,Small City
100001778,Male,Single,40,High School,106120,Skilled Employee,Small City
100001779,Female,Married,26,High School,97856,Skilled Employee,Small City
100001780,Male,Single,28,Unknown,61824,Unemployed,Small City
100001781,Female,Married,40,High School,103907,Skilled Employee,Small City
100001782,Female,Married,26,High School,99953,Unemployed,Small City
100001783,Female,Married,23,High School,113413,Skilled Employee,Small City
100001784,Male,Single,26,Unknown,107091,Unemployed,Small City
100001785,Male,Single,26,Unknown,124783,Skilled Employee,Small City
100001786,Female,Single,49,High School,92281,Unemployed,Small City
100001787,Female,Married,26,High School,96219,Skilled Employee,Small City
100001788,Female,Single,35,High School,86221,Unemployed,Small City
100001789,Female,Married,24,High School,80962,Unemployed,Small City
100001790,Female,Single,46,High School,78754,Unemployed,Small City
100001791,Male,Single,26,Unknown,60026,Unemployed,Small City
100001792,Male,Single,47,High School,88157,Unemployed,Small City
100001793,Male,Single,27,Unknown,59881,Unemployed,Small City
100001794,Male,Married,41,High School,112818,Skilled Employee,Small City
100001795,Female,Married,29,High School,102250,Skilled Employee,Small City
100001796,Female,Married,28,High School,38980,Unemployed,Small City
100001797,Female,Married,33,High School,81807,Unemployed,Small City
100001798,Female,Single,50,High School,93148,Unemployed,Small City
100001799,Female,Married,32,High School,108032,Skilled Employee,Small City
100001800,Male,Married,31,High School,89335,Unemployed,Small City
100001801,Male,Single,52,High School,95639,Unemployed,Small City
100001802,Male,Single,53,High School,124902,Skilled Employee,Small City
100001803,Female,Married,34,High School,87801,Unemployed,Small City
100001804,Female,Married,22,High School,92538,Skilled Employee,Small City
100001805,Male,Married,33,High School,83687,Unemployed,Small City
100001806,Male,Single,32,Unknown,128310,Skilled Employee,Small City
100001807,Female,Single,45,High School,104754,Unemployed,Small City
100001808,Male,Married,25,High School,68222,Unemployed,Small City
100001809,Female,Married,41,High School,97006,Unemployed,Small City
100001810,Female,Single,36,High School,107372,Unemployed,Small City
100001811,Female,Married,27,High School,110511,Skilled Employee,Small City
100001812,Male,Single,40,High School,72193,Unemployed,Small City
100001813,Female,Single,37,High School,95972,Unemployed,Small City
100001814,Male,Single,35,High School,105556,Unemployed,Small City
100001815,Male,Single,34,High School,88701,Unemployed,Small City
100001816,Female,Single,28,Unknown,117710,Skilled Employee,Small City
100001817,Female,Single,44,High School,76057,Unemployed,Small City
100001818,Male,Married,27,High School,100392,Skilled Employee,Small City
100001819,Female,Single,50,High School,113308,Skilled Employee,Small City
100001820,Female,Married,18,High School,100924,Skilled Employee,Small City
100001821,Female,Single,25,Unknown,72188,Unemployed,Small City
100001822,Female,Married,40,High School,70431,Unemployed,Small City
100001823,Male,Married,28,High School,110103,Skilled Employee,Small City
100001824,Female,Married,23,High School,60825,Unemployed,Small City
100001825,Female,Married,35,High School,75100,Unemployed,Small City
100001826,Female,Married,28,High School,129327,Skilled Employee,Small City
100001827,Female,Single,23,Unknown,95541,Skilled Employee,Small City
100001828,Male,Married,34,High School,112777,Skilled Employee,Small City
100001829,Female,Married,29,High School,51496,Unemployed,Small City
100001830,Female,Single,35,High School,102781,Skilled Employee,Small City
100001831,Female,Married,32,High School,87494,Unemployed,Small City
100001832,Female,Single,46,High School,72728,Unemployed,Small City
100001833,Female,Married,27,High School,114775,Skilled Employee,Small City
100001834,Female,Married,25,High School,124359,Skilled Employee,Small City
100001835,Female,Married,27,High School,101620,Unemployed,Small City
100001836,Female,Married,24,High School,87964,Unemployed,Small City
100001837,Female,Single,33,Unknown,69523,Unemployed,Small City
100001838,Female,Married,24,High School,109486,Skilled Employee,Small City
100001839,Female,Single,28,Unknown,77206,Unemployed,Small City
100001840,Female,Single,35,High School,53608,Unemployed,Small City
100001841,Female,Married,30,High School,118677,Skilled Employee,Small City
100001842,Male,Single,43,High School,116512,Skilled Employee,Small City
100001843,Male,Married,21,High School,114756,Unemployed,Small City
100001844,Female,Married,24,High School,65852,Unemployed,Small City
100001845,Male,Single,34,High School,75626,Unemployed,Small City
100001846,Female,Married,26,High School,127455,Skilled Employee,Small City
100001847,Male,Single,37,High School,107073,Skilled Employee,Small City
100001848,Female,Married,32,High School,82196,Unemployed,Small City
100001849,Female,Married,33,High School,106741,Unemployed,Small City
100001850,Male,Married,28,High School,94518,Skilled Employee,Small City
100001851,Female,Married,30,High School,114430,Skilled Employee,Small City
100001852,Female,Married,26,High School,57165,Unemployed,Small City
100001853,Female,Single,25,Unknown,109610,Unemployed,Small City
100001854,Male,Single,33,Unknown,113619,Skilled Employee,Small City
